City/Town,County,POPESTIMATE2018,Count_0603,Rate_0603,Count_0610,Rate_0610,Count_0617,Rate_0617,Count_0624,Rate_0624,Count_0701,Rate_0701,Count_0708,Rate_0708,Count_0715,Rate_0715,Count_0722,Rate_0722,Count_0729,Rate_0729,Count_0805,Rate_0805,Count_0812,Rate_0812,Count_0819,Rate_0819,Count_0826,Rate_0826,Count_0902,Rate_0902,Count_0909,Rate_0909,Count_0916,Rate_0916,Count_0923,Rate_0923,Count_0930,Rate_0930,Count_1007,Rate_1007,Count_1014,Rate_1014,Count_1022,Rate_1022,Count_1029,Rate_1029,Count_1106,Rate_1106,Count_1112,Rate_1112,Count_1119,Rate_1119,Count_1127,Rate_1127,Count_1203,Rate_1203,Count_1210,Rate_1210,Count_1217,Rate_1217,Count_1224,Rate_1224,Count_1231,Rate_1231,Rate_Vel_0610,Rate_Vel_0617,Rate_Vel_0624,Rate_Vel_0701,Rate_Vel_0708,Rate_Vel_0715,Rate_Vel_0722,Rate_Vel_0729,Rate_Vel_0805,Rate_Vel_0812,Rate_Vel_0819,Rate_Vel_0826,Rate_Vel_0902,Rate_Vel_0909,Rate_Vel_0916,Rate_Vel_0923,Rate_Vel_0930,Rate_Vel_1007,Rate_Vel_1014,Rate_Vel_1022,Rate_Vel_1029,Rate_Vel_1106,Rate_Vel_1112,Rate_Vel_1119,Rate_Vel_1127,Rate_Vel_1203,Rate_Vel_1210,Rate_Vel_1217,Rate_Vel_1224,Rate_Vel_1231,Rate_Acc_0617,Rate_Acc_0624,Rate_Acc_0701,Rate_Acc_0708,Rate_Acc_0715,Rate_Acc_0722,Rate_Acc_0729,Rate_Acc_0805,Rate_Acc_0812,Rate_Acc_0819,Rate_Acc_0826,Rate_Acc_0902,Rate_Acc_0909,Rate_Acc_0916,Rate_Acc_0923,Rate_Acc_0930,Rate_Acc_1007,Rate_Acc_1014,Rate_Acc_1022,Rate_Acc_1029,Rate_Acc_1106,Rate_Acc_1112,Rate_Acc_1119,Rate_Acc_1127,Rate_Acc_1203,Rate_Acc_1210,Rate_Acc_1217,Rate_Acc_1224,Rate_Acc_1231
Savoy,Berkshire,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1024.89019,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1024.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024.89
Scituate,Plymouth,18834,173,954.67,177,976.74,184,1015.37,186,1026.4,187,1031.92,190,1048.48,194,1070.553263,195,1076.071579,198,1092.626526,200,1103.663158,200,1103.663158,200,1103.663158,205,1131.254737,208,1147.809684,211,1164.364632,216,1191.956211,224,1236.102737,232,1280.249263,237,1307.840842,247,1363.024,260,1434.762105,267,1473.390316,273,1506.500211,285,1572.72,309,1705.159579,331,1826.562526,347,1914.855579,378,2085.923368,413,2279.064421,446,2461.168842,511,2819.859368,22.07,38.63,11.03,5.52,16.56,22.07,5.52,16.55,11.04,0.00,0.00,27.59,16.55,16.55,27.59,44.15,44.15,27.59,55.18,71.74,38.63,33.11,66.22,132.44,121.40,88.29,171.07,193.14,182.10,358.69,16.56,-27.6,-5.51,11.04,5.51,-16.55,11.04,-5.52,-11.04,0,27.59,-11.04,0,11.04,16.55,0,-16.55,27.59,16.55,-33.11,-5.52,33.11,66.22,-11.04,-33.11,82.77,22.07,-11.04,176.59
Seekonk,Bristol ,15702,76,542.77,80,571.33,81,578.48,82,585.62,82,585.62,82,585.62,86,614.1868293,90,642.7536585,93,664.1787805,94,671.3204878,102,728.4541463,104,742.737561,110,785.5878049,113,807.0129268,114,814.1546341,118,842.7214634,124,885.5717073,129,921.2802439,134,956.9887805,141,1006.980732,153,1092.68122,183,1306.932439,213,1521.183659,252,1799.710244,280,1999.678049,336,2399.613659,403,2878.108049,503,3592.27878,579,4135.048537,636,4542.125854,709,5063.470488,28.56,7.15,7.14,0,0,28.57,28.57,21.43,7.14,57.13,14.28,42.85,21.43,7.14,28.57,42.85,35.71,35.71,49.99,85.70,214.25,214.25,278.53,199.97,399.94,478.49,714.17,542.77,407.08,521.34,-21.41,-0.01,-7.14,0,28.57,0,-7.14,-14.28,49.99,-42.85,28.57,-21.43,-14.28,21.43,14.28,-7.14,0,14.28,35.71,128.55,0,64.28,-78.56,199.97,78.56,235.68,-171.4,-135.69,114.27
Sharon,Norfolk,18943,142,775.5,147,802.81,150,819.19,154,841.04,157,857.42,159,868.34,160,873.8012579,161,879.2625157,168,917.4913208,172,939.3363522,173,944.7976101,175,955.7201258,175,955.7201258,175,955.7201258,180,983.0264151,183,999.4101887,184,1004.871447,186,1015.793962,192,1048.561509,197,1075.867799,199,1086.790314,204,1114.096604,211,1152.325409,228,1245.166792,254,1387.159497,276,1507.30717,296,1616.532327,334,1824.060126,361,1971.514088,390,2129.890566,439,2397.492201,27.31,16.38,21.85,16.38,10.92,5.46,5.46,38.23,21.85,5.46,10.92,0.00,0.00,27.31,16.38,5.46,10.92,32.77,27.31,10.92,27.31,38.23,92.84,141.99,120.15,109.23,207.53,147.45,158.38,267.60,-10.93,5.47,-5.47,-5.46,-5.46,0,32.77,-16.38,-16.38,5.46,-10.92,0,27.31,-10.92,-10.92,5.46,21.85,-5.46,-16.38,16.38,10.92,54.61,49.15,-21.85,-10.92,98.3,-60.07,10.92,109.23
Sheffield,Berkshire,3152,15,485.9,15,485.9,15,485.9,15,485.9,15,485.9,15,485.9,15,485.9,15,485.9,16,518.2933333,16,518.2933333,16,518.2933333,16,518.2933333,16,518.2933333,16,518.2933333,16,518.2933333,17,550.6866667,17,550.6866667,17,550.6866667,20,647.8666667,21,680.26,21,680.26,24,777.44,26,842.2266667,26,842.2266667,27,874.62,31,1004.193333,34,1101.373333,39,1263.34,41,1328.126667,45,1457.7,49,1587.273333,0,0,0,0,0,0.00,0.00,32.39,0.00,0.00,0.00,0.00,0.00,0.00,32.39,0.00,0.00,97.18,32.39,0.00,97.18,64.79,0.00,32.39,129.57,97.18,161.97,64.79,129.57,129.57,0,0,0,0,0,0,32.39,-32.39,0,0,0,0,0,32.39,-32.39,0,97.18,-64.79,-32.39,97.18,-32.39,-64.79,32.39,97.18,-32.39,64.79,-97.18,64.79,0
Shelburne,Franklin,1861,8,432.6,8,432.6,8,432.6,8,432.6,8,432.6,8,432.6,8,432.6,8,432.6,8,432.6,8,432.6,8,432.6,8,432.6,8,432.6,9,486.675,9,486.675,9,486.675,9,486.675,9,486.675,9,486.675,9,486.675,10,540.75,12,648.9,15,811.125,15,811.125,15,811.125,15,811.125,18,973.35,21,1135.575,20,1081.5,20,1081.5,21,1135.575,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.08,0.00,0.00,0.00,0.00,0.00,0.00,54.08,108.15,162.23,0.00,0.00,0.00,162.23,162.23,-54.08,0.00,54.08,0,0,0,0,0,0,0,0,0,0,0,54.08,-54.08,0,0,0,0,0,54.08,54.08,54.07,-162.23,0,0,162.23,0,-216.3,54.08,54.08
Sherborn,Middlesex,4341,13,338.78,13,338.78,13,338.78,14,364.84,15,390.9,15,390.9,15,390.9,15,390.9,18,469.08,18,469.08,18,469.08,19,495.14,20,521.2,20,521.2,20,521.2,22,573.32,22,573.32,25,651.5,25,651.5,25,651.5,27,703.62,28,729.68,27,703.62,28,729.68,32,833.92,35,912.1,40,1042.4,51,1329.06,61,1589.66,76,1980.56,87,2267.22,0,0,26.06,26.06,0,0.00,0.00,78.18,0.00,0.00,26.06,26.06,0.00,0.00,52.12,0.00,78.18,0.00,0.00,52.12,26.06,-26.06,26.06,104.24,78.18,130.30,286.66,260.60,390.90,286.66,0,26.06,0,-26.06,0,0,78.18,-78.18,0,26.06,0,-26.06,0,52.12,-52.12,78.18,-78.18,0,52.12,-26.06,-52.12,52.12,78.18,-26.06,52.12,156.36,-26.06,130.3,-104.24
Shirley,Middlesex,7649,173,2052.42,174,2064.28,175,2076.17,177,2099.87,176,2088.01,177,2099.87,177,2099.87,176,2088.006328,177,2099.87,177,2099.87,178,2111.733672,179,2123.597345,179,2123.597345,179,2123.597345,181,2147.324689,183,2171.052034,185,2194.779379,186,2206.643051,186,2206.643051,186,2206.643051,187,2218.506723,192,2277.825085,205,2432.052825,240,2847.281356,287,3404.873955,423,5018.33339,451,5350.516215,499,5919.972486,532,6311.473672,574,6809.74791,622,7379.204181,11.86,11.89,23.7,-11.86,11.86,0.00,-11.86,11.86,0.00,11.86,11.86,0.00,0.00,23.73,23.73,23.73,11.86,0.00,0.00,11.86,59.32,154.23,415.23,557.59,1613.46,332.18,569.46,391.50,498.27,569.46,0.03,11.81,-35.56,23.72,-11.86,-11.86,23.73,-11.86,11.86,0,-11.86,0,23.73,0,0,-11.86,-11.86,0,11.86,47.45,94.91,261,142.36,1055.87,-1281.28,237.27,-177.96,106.77,71.18
Shrewsbury,Worcester,37973,307,779.21,312,791.9,315,799.51,317,804.59,319,809.67,326,827.43,331,840.1206442,340,862.9638037,346,878.1925767,357,906.1119939,360,913.7263804,366,928.9551534,371,941.6457975,374,949.260184,381,967.0270859,387,982.2558589,393,997.4846319,408,1035.556564,428,1086.319141,454,1152.310491,483,1225.916227,497,1261.450031,526,1335.055767,571,1449.271564,640,1624.402454,731,1855.372178,801,2033.041196,972,2467.061227,1186,3010.220798,1337,3393.478252,1514,3842.727055,12.69,7.61,5.08,5.08,17.76,12.69,22.84,15.23,27.92,7.61,15.23,12.69,7.61,17.77,15.23,15.23,38.07,50.76,65.99,73.61,35.53,73.61,114.22,175.13,230.97,177.67,434.02,543.16,383.26,449.25,-5.08,-2.53,0,12.68,-5.07,10.15,-7.61,12.69,-20.31,7.61,-2.54,-5.08,10.15,-2.54,0,22.84,12.69,15.23,7.61,-38.07,38.07,40.61,60.92,55.84,-53.3,256.35,109.14,-159.9,65.99
Shutesbury,Franklin,1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,563.6978579,14,789.1770011,17,958.2863585,18,1014.656144,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,563.70,225.48,169.11,56.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563.7,-338.22,-56.37,-112.74
Somerset,Bristol ,18181,197,1064.43,201,1086.04,200,1080.64,201,1086.04,204,1102.25,204,1102.25,206,1113.056373,212,1145.47549,218,1177.894608,217,1172.491422,219,1183.297794,220,1188.70098,222,1199.507353,228,1231.926471,234,1264.345588,237,1280.555147,239,1291.36152,245,1323.780637,250,1350.796569,262,1415.634804,277,1496.682598,332,1793.857843,381,2058.613971,459,2480.0625,530,2863.688725,595,3214.895833,656,3544.490196,775,4187.469363,890,4808.835784,1000,5403.186275,1105,5970.520833,21.61,-5.4,5.4,16.21,0,10.81,32.42,32.42,-5.40,10.81,5.40,10.81,32.42,32.42,16.21,10.81,32.42,27.02,64.84,81.05,297.18,264.76,421.45,383.63,351.21,329.59,642.98,621.37,594.35,567.33,-27.01,10.8,10.81,-16.21,10.81,21.61,0,-37.82,16.21,-5.4,5.4,21.61,0,-16.21,-5.4,21.61,-5.4,37.82,16.21,216.13,-32.42,156.69,-37.82,-32.42,-21.61,313.38,-21.61,-27.02,-27.02
Somerville,Middlesex,81562,882,1152.36,904,1181.11,921,1203.32,951,1242.51,968,1264.72,971,1268.64,978,1277.785705,998,1303.916292,1012,1322.207703,1037,1354.870937,1054,1377.081936,1073,1401.905994,1104,1442.408404,1143,1493.363048,1189,1553.463399,1218,1591.35275,1245,1626.629042,1270,1659.292276,1314,1716.779567,1350,1763.814624,1390,1816.075798,1429,1867.030443,1500,1959.794027,1620,2116.577549,1814,2370.044243,2005,2619.591349,2196,2869.138455,2423,3165.720618,2702,3530.242307,2936,3835.970175,3129,4088.13034,28.75,22.21,39.19,22.21,3.92,9.15,26.13,18.29,32.66,22.21,24.82,40.50,50.95,60.10,37.89,35.28,32.66,57.49,47.04,52.26,50.95,92.76,156.78,253.47,249.55,249.55,296.58,364.52,305.73,252.16,-6.54,16.98,-16.98,-18.29,5.23,16.98,-7.84,14.37,-10.45,2.61,15.68,10.45,9.15,-22.21,-2.61,-2.61,24.82,-10.45,5.23,-1.31,41.81,64.02,96.68,-3.92,0,47.04,67.94,-58.79,-53.57
South Hadley,Hampshire,17806,137,756.94,142,784.57,142,784.57,144,795.62,144,795.62,147,812.19,150,828.7653061,168,928.2171429,173,955.8426531,176,972.4179592,188,1038.719184,203,1121.595714,209,1154.746327,211,1165.796531,212,1171.321633,212,1171.321633,214,1182.371837,218,1204.472245,221,1221.047551,221,1221.047551,226,1248.673061,229,1265.248367,239,1320.499388,255,1408.90102,274,1513.877959,304,1679.63102,328,1812.233469,370,2044.287755,418,2309.492653,469,2591.272857,530,2928.304082,27.63,0,11.05,0,16.57,16.58,99.45,27.63,16.58,66.30,82.88,33.15,11.05,5.53,0.00,11.05,22.10,16.58,0.00,27.63,16.58,55.25,88.40,104.98,165.75,132.60,232.05,265.20,281.78,337.03,-27.63,11.05,-11.05,16.57,0.01,82.88,-71.83,-11.05,49.73,16.58,-49.73,-22.1,-5.53,-5.53,11.05,11.05,-5.53,-16.58,27.63,-11.05,38.68,33.15,16.58,60.78,-33.15,99.45,33.15,16.58,55.25
Southampton,Hampshire,6196,29,482.89,29,482.89,30,499.54,30,499.54,31,516.19,31,516.19,31,516.19,31,516.19,32,532.8412903,33,549.4925806,33,549.4925806,33,549.4925806,33,549.4925806,36,599.4464516,35,582.7951613,35,582.7951613,35,582.7951613,35,582.7951613,39,649.4003226,39,649.4003226,41,682.7029032,46,765.9593548,51,849.2158065,55,915.8209677,61,1015.72871,66,1098.985161,74,1232.195484,103,1715.082903,120,1998.154839,141,2347.831935,169,2814.068065,0,16.65,0,16.65,0,0.00,0.00,16.65,16.65,0.00,0.00,0.00,49.95,-16.65,0.00,0.00,0.00,66.61,0.00,33.30,83.26,83.26,66.61,99.91,83.26,133.21,482.89,283.07,349.68,466.24,16.65,-16.65,16.65,-16.65,0,0,16.65,0,-16.65,0,0,49.95,-66.61,16.65,0,0,66.61,-66.61,33.3,49.95,0,-16.65,33.3,-16.65,49.95,349.68,-199.82,66.61,116.56
Southborough,Worcester,10169,40,411.41,41,421.69,41,421.69,41,421.69,41,421.69,42,431.98,44,452.5504762,44,452.5504762,44,452.5504762,43,442.2652381,43,442.2652381,43,442.2652381,44,452.5504762,44,452.5504762,45,462.8357143,46,473.1209524,44,452.5504762,53,545.117619,64,658.2552381,68,699.3961905,74,761.107619,83,853.6747619,90,925.6714286,95,977.097619,100,1028.52381,111,1141.661429,134,1378.221905,167,1717.634762,193,1985.050952,231,2375.89,258,2653.591429,10.28,0,0,0,10.29,20.57,0.00,0.00,-10.29,0.00,0.00,10.29,0.00,10.29,10.29,-20.57,92.57,113.14,41.14,61.71,92.57,72.00,51.43,51.43,113.14,236.56,339.41,267.42,390.84,277.70,-10.28,0,0,10.29,10.28,-20.57,0,-10.29,10.29,0,10.29,-10.29,10.29,0,-30.86,113.14,20.57,-72,20.57,30.86,-20.57,-20.57,0,61.71,123.42,102.85,-72,123.42,-113.14
Southbridge,Worcester,16931,133,789.63,150,890.56,156,926.19,163,967.75,168,997.43,169,1003.37,171,1015.244201,179,1062.741006,185,1098.363609,188,1116.174911,194,1151.797515,197,1169.608817,197,1169.608817,198,1175.545917,199,1181.483018,203,1205.23142,205,1217.105621,215,1276.476627,229,1359.596036,232,1377.407337,242,1436.778343,246,1460.526746,261,1549.583254,302,1793.004379,359,2131.419112,440,2612.32426,498,2956.676095,632,3752.247574,741,4399.391538,831,4933.730592,918,5450.258343,100.93,35.63,41.56,29.68,5.94,11.87,47.50,35.62,17.81,35.62,17.81,0.00,5.94,5.94,23.75,11.87,59.37,83.12,17.81,59.37,23.75,89.06,243.42,338.41,480.91,344.35,795.57,647.14,534.34,516.53,-65.3,5.93,-11.88,-23.74,5.93,35.62,-11.87,-17.81,17.81,-17.81,-17.81,5.94,0,17.81,-11.87,47.5,23.75,-65.31,41.56,-35.62,65.31,154.36,94.99,142.49,-136.55,451.22,-148.43,-112.8,-17.81
Southwick,Hampden,9793,48,490.13,48,490.13,49,500.34,51,520.76,52,530.97,54,551.39,55,561.6009259,56,571.8118519,56,571.8118519,57,582.0227778,57,582.0227778,58,592.2337037,61,622.8664815,64,653.4992593,63,643.2883333,65,663.7101852,68,694.342963,68,694.342963,71,724.9757407,74,755.6085185,77,786.2412963,79,806.6631481,90,918.9833333,108,1102.78,140,1429.52963,168,1715.435556,192,1960.497778,218,2225.981852,232,2368.934815,251,2562.942407,273,2787.582778,0,10.21,20.42,10.21,20.42,10.21,10.21,0.00,10.21,0.00,10.21,30.63,30.63,-10.21,20.42,30.63,0.00,30.63,30.63,30.63,20.42,112.32,183.80,326.75,285.91,245.06,265.48,142.95,194.01,224.64,10.21,10.21,-10.21,10.21,-10.21,0,-10.21,10.21,-10.21,10.21,20.42,0,-40.84,30.63,10.21,-30.63,30.63,0,0,-10.21,91.9,71.48,142.95,-40.84,-40.84,20.42,-122.53,51.05,30.63
Spencer,Worcester,11971,48,416.66,49,425.34,49,425.34,49,425.34,53,460.06,53,460.06,52,451.3796226,59,512.1422642,61,529.5030189,66,572.9049057,72,624.9871698,78,677.069434,82,711.7909434,86,746.5124528,87,755.1928302,90,781.2339623,96,833.3162264,97,841.9966038,108,937.4807547,108,937.4807547,108,937.4807547,112,972.2022642,123,1067.686415,136,1180.531321,159,1380.18,194,1683.993208,215,1866.281132,263,2282.939245,313,2716.958113,363,3150.976981,404,3506.872453,8.68,0,0,34.72,0,-8.68,60.76,17.36,43.40,52.08,52.08,34.72,34.72,8.68,26.04,52.08,8.68,95.48,0.00,0.00,34.72,95.48,112.84,199.65,303.81,182.29,416.66,434.02,434.02,355.90,-8.68,0,34.72,-34.72,-8.68,69.44,-43.4,26.04,8.68,0,-17.36,0,-26.04,17.36,26.04,-43.4,86.8,-95.48,0,34.72,60.76,17.36,86.8,104.16,-121.53,234.37,17.36,0,-78.12
Springfield,Hampden,155032,2573,1625.06,2650,1673.69,2697,1703.37,2754,1739.37,2833,1789.27,2872,1813.9,2919,1843.584297,2970,1875.794916,3033,1915.584506,3076,1942.742479,3123,1972.426776,3175,2005.268976,3201,2021.690077,3238,2045.058565,3280,2071.584958,3319,2096.216609,3406,2151.164136,3532,2230.743315,3729,2355.164728,3857,2436.007068,3979,2513.059923,4259,2689.902542,4562,2881.271518,5113,3229.272528,5824,3678.326462,6560,4143.169916,7197,4545.486873,8319,5254.120508,9231,5830.12218,10159,6416.229143,10995,6944.230675,48.63,29.68,36,49.9,24.63,29.68,32.21,39.79,27.16,29.68,32.84,16.42,23.37,26.53,24.63,54.95,79.58,124.42,80.84,77.05,176.84,191.37,348.00,449.05,464.84,402.32,708.63,576.00,586.11,528.00,-18.95,6.32,13.9,-25.27,5.05,2.53,7.58,-12.63,2.53,3.16,-16.42,6.95,3.16,-1.89,30.32,24.63,44.84,-43.58,-3.79,99.79,14.53,156.63,101.05,15.79,-62.53,306.32,-132.63,10.11,-58.11
Sterling,Worcester,8190,114,1447.92,118,1498.73,119,1511.43,120,1524.13,122,1549.53,122,1549.53,122,1549.53,123,1562.231066,124,1574.932131,124,1574.932131,124,1574.932131,128,1625.736393,129,1638.437459,129,1638.437459,129,1638.437459,131,1663.83959,132,1676.540656,132,1676.540656,134,1701.942787,134,1701.942787,137,1740.045984,139,1765.448115,145,1841.654508,158,2006.768361,187,2375.099262,217,2756.13123,247,3137.163197,281,3568.999426,307,3899.227131,350,4445.372951,399,5067.725164,50.81,12.7,12.7,25.4,0,0.00,12.70,12.70,0.00,0.00,50.80,12.70,0.00,0.00,25.40,12.70,0.00,25.40,0.00,38.10,25.40,76.21,165.11,368.33,381.03,381.03,431.84,330.23,546.15,622.35,-38.11,0,12.7,-25.4,0,12.7,0,-12.7,0,50.8,-38.1,-12.7,0,25.4,-12.7,-12.7,25.4,-25.4,38.1,-12.7,50.8,88.91,203.22,12.7,0,50.8,-101.61,215.92,76.21
Stockbridge,Berkshire,1903,14,802.96,14,802.96,14,802.96,14,802.96,14,802.96,14,802.96,14,802.96,15,860.3142857,15,860.3142857,15,860.3142857,15,860.3142857,15,860.3142857,15,860.3142857,15,860.3142857,15,860.3142857,15,860.3142857,15,860.3142857,15,860.3142857,15,860.3142857,15,860.3142857,15,860.3142857,15,860.3142857,15,860.3142857,16,917.6685714,18,1032.377143,21,1204.44,23,1319.148571,26,1491.211429,26,1491.211429,27,1548.565714,27,1548.565714,0,0,0,0,0,0.00,57.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.35,114.71,172.06,114.71,172.06,0.00,57.35,0.00,0,0,0,0,0,57.35,-57.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.35,57.35,57.35,-57.35,57.35,-172.06,57.35,-57.35
Stoneham,Middlesex,22729,363,1627.51,367,1645.45,369,1654.42,374,1676.83,378,1694.77,388,1739.6,392,1757.534021,395,1770.984536,404,1811.336082,411,1842.720619,415,1860.654639,415,1860.654639,415,1860.654639,421,1887.55567,427,1914.456701,435,1950.324742,445,1995.159794,450,2017.57732,460,2062.412371,474,2125.181443,479,2147.598969,497,2228.302062,516,2313.48866,547,2452.47732,608,2725.971134,674,3021.882474,747,3349.178351,851,3815.462887,977,4380.384536,1140,5111.195876,1312,5882.358763,17.94,8.97,22.41,17.94,44.83,17.93,13.45,40.35,31.38,17.93,0.00,0.00,26.90,26.90,35.87,44.84,22.42,44.84,62.77,22.42,80.70,85.19,138.99,273.49,295.91,327.30,466.28,564.92,730.81,771.16,-8.97,13.44,-4.47,26.89,-26.9,-4.48,26.9,-8.97,-13.45,-17.93,0,26.9,0,8.97,8.97,-22.42,22.42,17.93,-40.35,58.29,4.48,53.8,134.51,22.42,31.38,138.99,98.64,165.89,40.35
Stoughton,Norfolk,28950,591,2136.85,597,2158.54,600,2169.39,602,2176.62,610,2205.55,617,2230.86,621,2245.322626,613,2216.397374,612,2212.781718,619,2238.091313,628,2270.63222,633,2288.710502,634,2292.326159,640,2314.020097,643,2324.867066,653,2361.02363,661,2389.948882,672,2429.721102,687,2483.955948,697,2520.112512,702,2538.190794,729,2635.813517,753,2722.589271,794,2870.831183,843,3047.998347,907,3279.400357,972,3514.418023,1082,3912.140227,1216,4396.638185,1353,4891.983112,1502,5430.715916,21.69,10.85,7.23,28.93,25.31,14.46,-28.93,-3.62,25.31,32.54,18.08,3.62,21.69,10.85,36.16,28.93,39.77,54.23,36.16,18.08,97.62,86.78,148.24,177.17,231.40,235.02,397.72,484.50,495.34,538.73,-10.84,-3.62,21.7,-3.62,-10.85,-43.39,25.31,28.93,7.23,-14.46,-14.46,18.08,-10.85,25.31,-7.23,10.85,14.46,-18.08,-18.08,79.54,-10.85,61.47,28.93,54.23,3.62,162.7,86.78,10.85,43.39
Stow,Middlesex,7214,28,388.36,28,388.36,27,374.49,27,374.49,27,374.49,27,374.49,27,374.49,27,374.49,27,374.49,28,388.36,28,388.36,28,388.36,28,388.36,28,388.36,29,402.23,29,402.23,29,402.23,31,429.97,32,443.84,35,485.45,40,554.8,40,554.8,43,596.41,51,707.37,60,832.2,75,1040.25,84,1165.08,97,1345.39,103,1428.61,119,1650.53,128,1775.36,0,-13.87,0,0,0,0.00,0.00,0.00,13.87,0.00,0.00,0.00,0.00,13.87,0.00,0.00,27.74,13.87,41.61,69.35,0.00,41.61,110.96,124.83,208.05,124.83,180.31,83.22,221.92,124.83,-13.87,13.87,0,0,0,0,0,13.87,-13.87,0,0,0,13.87,-13.87,0,27.74,-13.87,27.74,27.74,-69.35,41.61,69.35,13.87,83.22,-83.22,55.48,-97.09,138.7,-97.09
Sturbridge,Worcester,9640,36,344.76,40,383.06,42,402.22,42,402.22,43,411.79,43,411.79,43,411.79,44,421.3665116,45,430.9430233,48,459.6725581,49,469.2490698,50,478.8255814,50,478.8255814,52,497.9786047,52,497.9786047,53,507.5551163,54,517.1316279,55,526.7081395,58,555.4376744,60,574.5906977,65,622.4732558,70,670.355814,73,699.0853488,80,766.1209302,96,919.3451163,115,1101.298837,138,1321.558605,168,1608.853953,202,1934.455349,235,2250.480233,268,2566.505116,38.3,19.16,0,9.57,0,0.00,9.58,9.58,28.73,9.58,9.58,0.00,19.15,0.00,9.58,9.58,9.58,28.73,19.15,47.88,47.88,28.73,67.04,153.22,181.95,220.26,287.30,325.60,316.02,316.02,-19.14,-19.16,9.57,-9.57,0,9.58,0,19.15,-19.15,0,-9.58,19.15,-19.15,9.58,0,0,19.15,-9.58,28.73,0,-19.15,38.31,86.19,28.73,38.31,67.04,38.31,-9.58,0
Sudbury,Middlesex,19627,188,1050.05,191,1066.81,194,1083.56,197,1100.32,195,1089.15,197,1100.32,199,1111.490761,198,1105.905381,203,1133.832284,208,1161.759188,208,1161.759188,211,1178.51533,213,1189.686091,214,1195.271472,220,1228.783756,218,1217.612995,220,1228.783756,222,1239.954518,225,1256.71066,231,1290.222944,237,1323.735228,245,1368.418274,253,1413.10132,261,1457.784365,274,1530.394315,286,1597.418883,296,1653.27269,320,1787.321827,347,1938.127107,376,2100.103147,411,2295.591472,16.76,16.75,16.76,-11.17,11.17,11.17,-5.59,27.93,27.93,0.00,16.76,11.17,5.59,33.51,-11.17,11.17,11.17,16.76,33.51,33.51,44.68,44.68,44.68,72.61,67.02,55.85,134.05,150.81,161.98,195.49,-0.01,0.01,-27.93,22.34,0,-16.76,33.51,0,-27.93,16.76,-5.59,-5.59,27.93,-44.68,22.34,0,5.59,16.76,0,11.17,0,0,27.93,-5.59,-11.17,78.2,16.76,11.17,33.51
Sunderland,Franklin,3659,9,236.75,9,236.75,9,236.75,9,236.75,9,236.75,9,236.75,9,236.75,9,236.75,9,236.75,10,263.0555556,10,263.0555556,10,263.0555556,10,263.0555556,10,263.0555556,10,263.0555556,10,263.0555556,10,263.0555556,16,420.8888889,21,552.4166667,23,605.0277778,24,631.3333333,25,657.6388889,29,762.8611111,31,815.4722222,41,1078.527778,52,1367.888889,57,1499.416667,68,1788.777778,75,1972.916667,79,2078.138889,89,2341.194444,0,0,0,0,0,0.00,0.00,0.00,26.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157.83,131.53,52.61,26.31,26.31,105.22,52.61,263.06,289.36,131.53,289.36,184.14,105.22,263.06,0,0,0,0,0,0,0,26.31,-26.31,0,0,0,0,0,0,157.83,-26.31,-78.92,-26.31,0,78.92,-52.61,210.44,26.31,-157.83,157.83,-105.22,-78.92,157.83
