City/Town,County,POPESTIMATE2018,Count_0603,Rate_0603,Count_0610,Rate_0610,Count_0617,Rate_0617,Count_0624,Rate_0624,Count_0701,Rate_0701,Count_0708,Rate_0708,Count_0715,Rate_0715,Count_0722,Rate_0722,Count_0729,Rate_0729,Count_0805,Rate_0805,Count_0812,Rate_0812,Count_0819,Rate_0819,Count_0826,Rate_0826,Count_0902,Rate_0902,Count_0909,Rate_0909,Count_0916,Rate_0916,Count_0923,Rate_0923,Count_0930,Rate_0930,Count_1007,Rate_1007,Count_1014,Rate_1014,Count_1022,Rate_1022,Count_1029,Rate_1029,Count_1106,Rate_1106,Count_1112,Rate_1112,Count_1119,Rate_1119,Count_1127,Rate_1127,Count_1203,Rate_1203,Count_1210,Rate_1210,Count_1217,Rate_1217,Count_1224,Rate_1224,Count_1231,Rate_1231,Rate_Vel_0610,Rate_Vel_0617,Rate_Vel_0624,Rate_Vel_0701,Rate_Vel_0708,Rate_Vel_0715,Rate_Vel_0722,Rate_Vel_0729,Rate_Vel_0805,Rate_Vel_0812,Rate_Vel_0819,Rate_Vel_0826,Rate_Vel_0902,Rate_Vel_0909,Rate_Vel_0916,Rate_Vel_0923,Rate_Vel_0930,Rate_Vel_1007,Rate_Vel_1014,Rate_Vel_1022,Rate_Vel_1029,Rate_Vel_1106,Rate_Vel_1112,Rate_Vel_1119,Rate_Vel_1127,Rate_Vel_1203,Rate_Vel_1210,Rate_Vel_1217,Rate_Vel_1224,Rate_Vel_1231,Rate_Acc_0617,Rate_Acc_0624,Rate_Acc_0701,Rate_Acc_0708,Rate_Acc_0715,Rate_Acc_0722,Rate_Acc_0729,Rate_Acc_0805,Rate_Acc_0812,Rate_Acc_0819,Rate_Acc_0826,Rate_Acc_0902,Rate_Acc_0909,Rate_Acc_0916,Rate_Acc_0923,Rate_Acc_0930,Rate_Acc_1007,Rate_Acc_1014,Rate_Acc_1022,Rate_Acc_1029,Rate_Acc_1106,Rate_Acc_1112,Rate_Acc_1119,Rate_Acc_1127,Rate_Acc_1203,Rate_Acc_1210,Rate_Acc_1217,Rate_Acc_1224,Rate_Acc_1231
Becket,Berkshire,1730,12,666.5,14,777.58,14,777.58,14,777.58,14,777.58,15,833.13,16,888.672,16,888.672,16,888.672,16,888.672,16,888.672,16,888.672,16,888.672,16,888.672,16,888.672,16,888.672,16,888.672,16,888.672,16,888.672,17,944.214,17,944.214,17,944.214,17,944.214,18,999.756,19,1055.298,19,1055.298,21,1166.382,22,1221.924,26,1444.092,29,1610.718,32,1777.344,111.08,0,0,0,55.55,55.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.54,0.00,0.00,0.00,55.54,55.54,0.00,111.08,55.54,222.17,166.63,166.63,-111.08,0,0,55.55,-0.01,-55.54,0,0,0,0,0,0,0,0,0,0,0,55.54,-55.54,0,0,55.54,0,-55.54,111.08,-55.54,166.63,-55.54,0
Bedford,Middlesex,14195,254,1705.11,247,1658.12,262,1758.82,271,1819.23,273,1832.66,274,1839.37,259,1738.674562,256,1718.535474,247,1658.118212,253,1698.396387,257,1725.248504,256,1718.535474,256,1718.535474,258,1731.961533,262,1758.81365,262,1758.81365,270,1812.517883,277,1859.509088,281,1886.361204,283,1899.787263,295,1980.343613,308,2067.612993,312,2094.465109,319,2141.456314,330,2215.299635,343,2302.569015,366,2456.968686,385,2584.516241,418,2806.046204,449,3014.150109,476,3195.401898,-46.99,100.7,60.41,13.43,6.71,-100.70,-20.14,-60.42,40.28,26.85,-6.71,0.00,13.43,26.85,0.00,53.70,46.99,26.85,13.43,80.56,87.27,26.85,46.99,73.84,87.27,154.40,127.55,221.53,208.10,181.25,147.69,-40.29,-46.98,-6.72,-107.41,80.56,-40.28,100.7,-13.43,-33.57,6.71,13.43,13.43,-26.85,53.7,-6.71,-20.14,-13.43,67.13,6.71,-60.42,20.14,26.85,13.43,67.13,-26.85,93.98,-13.43,-26.85
Belchertown,Hampshire,15134,96,602.91,100,628.03,101,634.31,102,640.59,105,659.43,105,659.43,107,671.9905714,113,709.6722857,121,759.9145714,125,785.0357143,127,797.5962857,128,803.8765714,129,810.1568571,131,822.7174286,132,828.9977143,133,835.278,133,835.278,137,860.3991429,142,891.8005714,147,923.202,155,973.4442857,160,1004.845714,170,1067.648571,184,1155.572571,199,1249.776857,217,1362.822,242,1519.829143,287,1802.442,313,1965.729429,344,2160.418286,389,2443.031143,25.12,6.28,6.28,18.84,0,12.56,37.68,50.24,25.12,12.56,6.28,6.28,12.56,6.28,6.28,0.00,25.12,31.40,31.40,50.24,31.40,62.80,87.92,94.20,113.05,157.01,282.61,163.29,194.69,282.61,-18.84,0,12.56,-18.84,12.56,25.12,12.56,-25.12,-12.56,-6.28,0,6.28,-6.28,0,-6.28,25.12,6.28,0,18.84,-18.84,31.4,25.12,6.28,18.84,43.96,125.61,-119.33,31.4,87.92
Bellingham,Norfolk,17182,123,688.06,124,693.65,124,693.65,125,699.25,127,710.44,136,760.78,138,771.9679412,142,794.3438235,142,794.3438235,143,799.9377941,147,822.3136765,155,867.0654412,157,878.2533824,157,878.2533824,159,889.4413235,161,900.6292647,165,923.0051471,168,939.7870588,170,950.975,175,978.9448529,184,1029.290588,194,1085.230294,209,1169.139853,237,1325.771029,265,1482.402206,306,1711.755,347,1941.107794,404,2259.964118,460,2573.226471,514,2875.300882,581,3250.096912,5.59,0,5.6,11.19,50.34,11.19,22.38,0.00,5.59,22.38,44.75,11.19,0.00,11.19,11.19,22.38,16.78,11.19,27.97,50.35,55.94,83.91,156.63,156.63,229.35,229.35,318.86,313.26,302.07,374.80,-5.59,5.6,5.59,39.15,-39.15,11.19,-22.38,5.59,16.78,22.38,-33.56,-11.19,11.19,0,11.19,-5.59,-5.59,16.78,22.38,5.59,27.97,72.72,0,72.72,0,89.5,-5.59,-11.19,72.72
Belmont,Middlesex,26330,229,838.64,229,838.64,229,838.64,230,842.3,229,838.64,231,845.96,232,849.6221645,234,856.9464935,236,864.2708225,242,886.2438095,243,889.905974,248,908.2167965,251,919.20329,254,930.1897835,254,930.1897835,263,963.1492641,264,966.8114286,267,977.7979221,272,996.1087446,275,1007.095238,282,1032.73039,293,1073.014199,308,1127.946667,325,1190.203463,344,1259.784589,372,1362.325195,403,1475.852294,460,1684.595671,518,1897.001212,575,2105.744589,627,2296.177143,0,0,3.66,-3.66,7.32,3.66,7.32,7.32,21.97,3.66,18.31,10.99,10.99,0.00,32.96,3.66,10.99,18.31,10.99,25.64,40.28,54.93,62.26,69.58,102.54,113.53,208.74,212.41,208.74,190.43,0,3.66,-7.32,10.98,-3.66,3.66,0,14.65,-18.31,14.65,-7.32,0,-10.99,32.96,-29.3,7.32,7.32,-7.32,14.65,14.65,14.65,7.32,7.32,32.96,10.99,95.22,3.66,-3.66,-18.31
Berkley,Bristol ,6802,66,973.43,68,1002.93,68,1002.93,70,1032.42,71,1047.17,71,1047.17,71,1047.17,71,1047.17,73,1076.667746,76,1120.914366,77,1135.663239,78,1150.412113,81,1194.658732,82,1209.407606,82,1209.407606,86,1268.403099,88,1297.900845,88,1297.900845,90,1327.398592,97,1430.640704,101,1489.636197,113,1666.622676,121,1784.613662,136,2005.846761,148,2182.833239,162,2389.317465,177,2610.550563,212,3126.761127,267,3937.949155,299,4409.913099,339,4999.868028,29.5,0,29.49,14.75,0,0.00,0.00,29.50,44.25,14.75,14.75,44.25,14.75,0.00,59.00,29.50,0.00,29.50,103.24,59.00,176.99,117.99,221.23,176.99,206.48,221.23,516.21,811.19,471.96,589.95,-29.5,29.49,-14.74,-14.75,0,0,29.5,14.75,-29.5,0,29.5,-29.5,-14.75,59,-29.5,-29.5,29.5,73.74,-44.25,117.99,-59,103.24,-44.25,29.5,14.75,294.98,294.98,-339.22,117.99
Berlin,Worcester,3220,22,688.95,20,626.32,20,626.32,20,626.32,20,626.32,20,626.32,20,626.32,21,657.636,21,657.636,21,657.636,21,657.636,22,688.952,22,688.952,22,688.952,22,688.952,22,688.952,23,720.268,23,720.268,25,782.9,27,845.532,28,876.848,28,876.848,29,908.164,35,1096.06,39,1221.324,44,1377.904,56,1753.696,63,1972.908,75,2348.7,80,2505.28,88,2755.808,-62.63,0,0,0,0,0.00,31.32,0.00,0.00,0.00,31.32,0.00,0.00,0.00,0.00,31.32,0.00,62.63,62.63,31.32,0.00,31.32,187.90,125.26,156.58,375.79,219.21,375.79,156.58,250.53,62.63,0,0,0,0,31.32,-31.32,0,0,31.32,-31.32,0,0,0,31.32,-31.32,62.63,0,-31.32,-31.32,31.32,156.58,-62.63,31.32,219.21,-156.58,156.58,-219.21,93.95
Bernardston,Franklin,2114,6,286.94,6,286.94,6,286.94,6,286.94,7,334.77,7,334.77,7,334.77,7,334.77,7,334.77,7,334.77,7,334.77,7,334.77,7,334.77,8,382.5942857,8,382.5942857,8,382.5942857,8,382.5942857,8,382.5942857,8,382.5942857,9,430.4185714,11,526.0671429,13,621.7157143,13,621.7157143,13,621.7157143,17,813.0128571,18,860.8371429,20,956.4857143,23,1099.958571,27,1291.255714,28,1339.08,29,1386.904286,0,0,0,47.83,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.82,0.00,0.00,0.00,0.00,0.00,47.82,95.65,95.65,0.00,0.00,191.30,47.82,95.65,143.47,191.30,47.82,47.82,0,0,47.83,-47.83,0,0,0,0,0,0,0,47.82,-47.82,0,0,0,0,47.82,47.82,0,-95.65,0,191.3,-143.47,47.82,47.82,47.82,-143.47,0
Beverly,Essex,42312,581,1411.34,598,1452.63,604,1467.21,609,1479.35,608,1476.92,619,1503.64,620,1506.069144,630,1530.360582,637,1547.364588,644,1564.368595,653,1586.230889,661,1605.664039,670,1627.526333,677,1644.530339,683,1659.105202,689,1673.680065,692,1680.967496,696,1690.684071,706,1714.975509,716,1739.266947,738,1792.70811,790,1919.023586,827,2008.901906,895,2174.083683,990,2404.852342,1068,2594.325557,1160,2817.806785,1324,3216.186365,1491,3621.853376,1695,4117.398708,1888,4586.223457,41.29,14.58,12.14,-2.43,26.72,2.43,24.29,17.00,17.00,21.86,19.43,21.86,17.00,14.57,14.57,7.29,9.72,24.29,24.29,53.44,126.32,89.88,165.18,230.77,189.47,223.48,398.38,405.67,495.55,468.82,-26.71,-2.44,-14.57,29.15,-24.29,21.86,-7.29,0,4.86,-2.43,2.43,-4.86,-2.43,0,-7.29,2.43,14.57,0,29.15,72.87,-36.44,75.3,65.59,-41.3,34.01,174.9,7.29,89.88,-26.72
Billerica,Middlesex,43784,515,1181.65,526,1206.89,535,1227.54,539,1236.72,547,1255.07,557,1278.02,572,1312.437056,580,1330.792819,583,1337.67623,593,1360.620934,598,1372.093285,602,1381.271167,613,1406.510341,619,1420.277163,627,1438.632926,636,1459.28316,654,1500.583627,669,1535.000682,686,1574.006679,710,1629.073968,730,1674.963375,777,1782.803483,817,1874.582298,876,2009.95605,971,2227.930736,1092,2505.561652,1190,2730.419749,1397,3205.375117,1610,3694.097307,1838,4217.236553,2093,4802.326499,25.24,20.65,9.18,18.35,22.95,34.42,18.36,6.88,22.94,11.47,9.18,25.24,13.77,18.36,20.65,41.30,34.42,39.01,55.07,45.89,107.84,91.78,135.37,217.97,277.63,224.86,474.96,488.72,523.14,585.09,-4.59,-11.47,9.17,4.6,11.47,-16.06,-11.47,16.06,-11.47,-2.29,16.06,-11.47,4.59,2.29,20.65,-6.88,4.59,16.06,-9.18,61.95,-16.06,43.59,82.6,59.66,-52.77,250.1,13.77,34.42,61.95
Blackstone,Worcester,9326,44,486.49,45,497.55,46,508.6,47,519.66,49,541.77,55,608.11,55,608.11,56,619.1665455,56,619.1665455,61,674.4492727,63,696.5623636,63,696.5623636,64,707.6189091,68,751.8450909,73,807.1278182,73,807.1278182,74,818.1843636,75,829.2409091,78,862.4105455,81,895.5801818,83,917.6932727,90,995.0890909,94,1039.315273,112,1238.333091,129,1426.294364,152,1680.594909,181,2001.234727,214,2366.100727,244,2697.797091,275,3040.55,302,3339.076727,11.06,11.05,11.06,22.11,66.34,0.00,11.06,0.00,55.28,22.11,0.00,11.06,44.23,55.28,0.00,11.06,11.06,33.17,33.17,22.11,77.40,44.23,199.02,187.96,254.30,320.64,364.87,331.70,342.75,298.53,-0.01,0.01,11.05,44.23,-66.34,11.06,-11.06,55.28,-33.17,-22.11,11.06,33.17,11.06,-55.28,11.06,0,22.11,0,-11.06,55.28,-33.17,154.79,-11.06,66.34,66.34,44.23,-33.17,11.06,-44.23
Blandford,Hampden,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,714.2857143,11,873.015873,15,1190.47619,15,1190.47619,15,1190.47619,18,1428.571429,21,1666.666667,22,1746.031746,24,1904.761905,24,1904.761905,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,714.29,158.73,317.46,0.00,0.00,238.10,238.10,79.37,158.73,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714.29,-555.56,158.73,-317.46,0,238.1,0,-158.73,79.37,-158.73
Bolton,Worcester,5376,12,237.5,11,217.71,11,217.71,11,217.71,11,217.71,11,217.71,11,217.71,11,217.71,11,217.71,12,237.5018182,12,237.5018182,12,237.5018182,12,237.5018182,12,237.5018182,12,237.5018182,13,257.2936364,13,257.2936364,13,257.2936364,14,277.0854545,17,336.4609091,21,415.6281818,23,455.2118182,27,534.3790909,33,653.13,38,752.0890909,45,890.6318182,52,1029.174545,58,1147.925455,66,1306.26,71,1405.219091,89,1761.471818,-19.79,0,0,0,0,0.00,0.00,0.00,19.79,0.00,0.00,0.00,0.00,0.00,19.79,0.00,0.00,19.79,59.38,79.17,39.58,79.17,118.75,98.96,138.54,138.54,118.75,158.33,98.96,356.25,19.79,0,0,0,0,0,0,19.79,-19.79,0,0,0,0,19.79,-19.79,0,19.79,39.58,19.79,-39.58,39.58,39.58,-19.79,39.58,0,-19.79,39.58,-59.38,257.29
Boston,Suffolk,694583,13417,1930.59,13609,1958.22,13783,1983.26,13897,1999.66,13996,2013.91,14160,2037.5,14316,2059.947034,14464,2081.242938,14667,2110.45286,15001,2158.512535,15307,2202.543256,15640,2250.45904,16002,2302.547669,16396,2359.240819,16568,2383.990113,16957,2439.963806,17348,2496.225282,17798,2560.976342,18339,2638.821504,18857,2713.357168,19507,2806.886476,20457,2943.583157,21379,3076.250883,22839,3286.332097,24587,3537.85399,26150,3762.756003,27780,3997.298729,30808,4433.001412,33960,4886.54661,36686,5278.794138,39454,5677.085099,27.63,25.04,16.4,14.25,23.59,22.45,21.30,29.21,48.06,44.03,47.92,52.09,56.69,24.75,55.97,56.26,64.75,77.85,74.54,93.53,136.70,132.67,210.08,251.52,224.90,234.54,435.70,453.55,392.25,398.29,-2.59,-8.64,-2.15,9.34,-1.14,-1.15,7.91,18.85,-4.03,3.89,4.17,4.6,-31.94,31.22,0.29,8.49,13.09,-3.31,18.99,43.17,-4.03,77.41,41.44,-26.62,9.64,201.16,17.84,-61.3,6.04
Bourne,Barnstable,19872,151,721.8,152,726.58,152,726.58,154,736.14,155,740.92,158,755.26,159,760.0401266,161,769.6003797,164,783.9407595,165,788.7208861,166,793.5010127,168,803.0612658,170,812.621519,171,817.4016456,173,826.9618987,176,841.3022785,180,860.4227848,187,893.8836709,200,956.0253165,204,975.1458228,206,984.7060759,227,1085.088734,241,1152.010506,258,1233.272658,278,1328.87519,300,1434.037975,332,1587.002025,384,1835.568608,426,2036.333924,493,2356.602405,536,2562.147848,4.78,0,9.56,4.78,14.34,4.78,9.56,14.34,4.78,4.78,9.56,9.56,4.78,9.56,14.34,19.12,33.46,62.14,19.12,9.56,100.38,66.92,81.26,95.60,105.16,152.96,248.57,200.77,320.27,205.55,-4.78,9.56,-4.78,9.56,-9.56,4.78,4.78,-9.56,0,4.78,0,-4.78,4.78,4.78,4.78,14.34,28.68,-43.02,-9.56,90.82,-33.46,14.34,14.34,9.56,47.8,95.6,-47.8,119.5,-114.72
Boxborough,Middlesex,6388,24,469.89,24,469.89,24,469.89,25,489.47,25,489.47,26,509.05,26,509.05,26,509.05,26,509.05,28,548.2076923,28,548.2076923,28,548.2076923,28,548.2076923,28,548.2076923,28,548.2076923,28,548.2076923,28,548.2076923,28,548.2076923,31,606.9442308,31,606.9442308,31,606.9442308,33,646.1019231,34,665.6807692,38,743.9961538,44,861.4692308,55,1076.836538,59,1155.151923,67,1311.782692,76,1487.992308,86,1683.780769,98,1918.726923,0,0,19.58,0,19.58,0.00,0.00,0.00,39.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.74,0.00,0.00,39.16,19.58,78.32,117.47,215.37,78.32,156.63,176.21,195.79,234.95,0,19.58,-19.58,19.58,-19.58,0,0,39.16,-39.16,0,0,0,0,0,0,0,58.74,-58.74,0,39.16,-19.58,58.74,39.16,97.89,-137.05,78.32,19.58,19.58,39.16
Boxford,Essex,8367,39,505.36,39,505.36,39,505.36,41,531.28,42,544.24,43,557.2,43,557.2,46,596.0744186,47,609.0325581,49,634.9488372,50,647.9069767,52,673.8232558,51,660.8651163,53,686.7813953,53,686.7813953,55,712.6976744,56,725.655814,57,738.6139535,59,764.5302326,62,803.4046512,69,894.1116279,72,932.9860465,77,997.7767442,86,1114.4,95,1231.023256,115,1490.186047,139,1801.181395,175,2267.674419,199,2578.669767,240,3109.953488,269,3485.739535,0,0,25.92,12.96,12.96,0.00,38.87,12.96,25.92,12.96,25.92,-12.96,25.92,0.00,25.92,12.96,12.96,25.92,38.87,90.71,38.87,64.79,116.62,116.62,259.16,311.00,466.49,311.00,531.28,375.79,0,25.92,-12.96,0,-12.96,38.87,-25.92,12.96,-12.96,12.96,-38.87,38.87,-25.92,25.92,-12.96,0,12.96,12.96,51.83,-51.83,25.92,51.83,0,142.54,51.83,155.5,-155.5,220.29,-155.5
Boylston,Worcester,4688,19,423.27,21,467.82,20,445.55,20,445.55,20,445.55,20,445.55,21,467.8275,22,490.105,23,512.3825,23,512.3825,23,512.3825,24,534.66,24,534.66,24,534.66,25,556.9375,26,579.215,26,579.215,26,579.215,26,579.215,27,601.4925,27,601.4925,32,712.88,37,824.2675,45,1002.4875,51,1136.1525,58,1292.095,69,1537.1475,98,2183.195,115,2561.9125,137,3052.0175,157,3497.5675,44.55,-22.27,0,0,0,22.28,22.28,22.28,0.00,0.00,22.28,0.00,0.00,22.28,22.28,0.00,0.00,0.00,22.28,0.00,111.39,111.39,178.22,133.67,155.94,245.05,646.05,378.72,490.11,445.55,-66.82,22.27,0,0,22.28,0,0,-22.28,0,22.28,-22.28,0,22.28,0,-22.28,0,0,22.28,-22.28,111.39,0,66.83,-44.56,22.28,89.11,401,-267.33,111.39,-44.55
Braintree,Norfolk,37250,793,2014.75,804,2042.7,808,2052.86,812,2063.02,812,2063.02,814,2068.1,816,2073.181327,823,2090.965971,831,2111.291278,836,2123.994595,837,2126.535258,844,2144.319902,850,2159.563882,859,2182.429853,858,2179.889189,870,2210.37715,893,2268.812408,909,2309.463022,932,2367.89828,954,2423.792875,974,2474.606143,1008,2560.988698,1040,2642.289926,1088,2764.241769,1158,2942.088206,1236,3140.259951,1331,3381.622973,1531,3889.755651,1750,4446.160934,1930,4903.480344,2140,5437.019656,27.95,10.16,10.16,0,5.08,5.08,17.78,20.33,12.70,2.54,17.78,15.24,22.87,-2.54,30.49,58.44,40.65,58.44,55.89,50.81,86.38,81.30,121.95,177.85,198.17,241.36,508.13,556.41,457.32,533.54,-17.79,0,-10.16,5.08,0,12.7,2.54,-7.62,-10.16,15.24,-2.54,7.62,-25.41,33.03,27.95,-17.78,17.78,-2.54,-5.08,35.57,-5.08,40.65,55.89,20.33,43.19,266.77,48.27,-99.09,76.22
Brewster,Barnstable,9806,98,988.67,100,1008.84,103,1039.11,103,1039.11,103,1039.11,103,1039.11,107,1079.463786,111,1119.817573,113,1139.994466,115,1160.171359,115,1160.171359,115,1160.171359,115,1160.171359,115,1160.171359,116,1170.259806,117,1180.348252,117,1180.348252,120,1210.613592,121,1220.702039,125,1261.055825,125,1261.055825,128,1291.321165,129,1301.409612,130,1311.498058,131,1321.586505,139,1402.294078,143,1442.647864,158,1593.974563,172,1735.212816,187,1886.539515,195,1967.247087,20.17,30.27,0,0,0,40.35,40.35,20.18,20.18,0.00,0.00,0.00,0.00,10.09,10.09,0.00,30.27,10.09,40.35,0.00,30.27,10.09,10.09,10.09,80.71,40.35,151.33,141.24,151.33,80.71,10.1,-30.27,0,0,40.35,0,-20.18,0,-20.18,0,0,0,10.09,0,-10.09,30.27,-20.18,30.27,-40.35,30.27,-20.18,0,0,70.62,-40.35,110.97,-10.09,10.09,-70.62
Bridgewater,Plymouth,27395,345,1212.78,352,1237.39,356,1251.45,359,1262,357,1254.97,359,1262,357,1254.969359,358,1258.48468,360,1265.51532,363,1276.061281,365,1283.091922,368,1293.637883,375,1318.245125,384,1349.883008,385,1353.398329,392,1378.005571,404,1420.189415,416,1462.373259,423,1486.980501,433,1522.133705,446,1567.832869,471,1655.715877,492,1729.537604,517,1817.420613,551,1936.941504,592,2081.069638,654,2299.019499,787,2766.557103,959,3371.192201,1134,3986.373259,1309,4601.554318,24.61,14.06,10.55,-7.03,7.03,-7.03,3.52,7.03,10.55,7.03,10.55,24.61,31.64,3.52,24.61,42.18,42.18,24.61,35.15,45.70,87.88,73.82,87.88,119.52,144.13,217.95,467.54,604.64,615.18,615.18,-10.55,-3.51,-17.58,14.06,-14.06,10.55,3.52,3.52,-3.52,3.52,14.06,7.03,-28.12,21.09,17.58,0,-17.58,10.55,10.55,42.18,-14.06,14.06,31.64,24.61,73.82,249.59,137.1,10.55,0
Brimfield,Hampden,3772,6,161.06,6,161.06,6,161.06,6,161.06,6,161.06,6,161.06,7,187.9033333,7,187.9033333,9,241.59,9,241.59,9,241.59,9,241.59,9,241.59,10,268.4333333,13,348.9633333,14,375.8066667,14,375.8066667,14,375.8066667,15,402.65,18,483.18,18,483.18,20,536.8666667,20,536.8666667,28,751.6133333,33,885.83,39,1046.89,42,1127.42,51,1369.01,62,1664.286667,72,1932.72,84,2254.84,0,0,0,0,0,26.84,0.00,53.69,0.00,0.00,0.00,0.00,26.84,80.53,26.84,0.00,0.00,26.84,80.53,0.00,53.69,0.00,214.75,134.22,161.06,80.53,241.59,295.28,268.43,322.12,0,0,0,0,26.84,-26.84,53.69,-53.69,0,0,0,26.84,53.69,-53.69,-26.84,0,26.84,53.69,-80.53,53.69,-53.69,214.75,-80.53,26.84,-80.53,161.06,53.69,-26.84,53.69
Brockton,Plymouth,95777,4064,4136.46,4136,4209.74,4172,4246.39,4197,4271.83,4225,4300.33,4254,4329.85,4275,4351.224436,4317,4393.973307,4364,4441.811331,4426,4504.916808,4470,4549.70134,4533,4613.824647,4584,4665.733992,4632,4714.589845,4664,4747.160414,4722,4806.19457,4754,4838.765139,4809,4894.745804,4884,4971.083075,4975,5063.70563,5094,5184.827433,5266,5359.894241,5437,5533.943218,5634,5734.455783,5910,6015.376939,6170,6280.012811,6499,6614.878973,6990,7114.633639,7555,7689.707746,8013,8155.874013,8496,8647.486037,73.28,36.65,25.44,28.5,29.52,21.37,42.75,47.84,63.11,44.78,64.12,51.91,48.86,32.57,59.03,32.57,55.98,76.34,92.62,121.12,175.07,174.05,200.51,280.92,264.64,334.87,499.75,575.07,466.17,491.61,-36.63,-11.21,3.06,1.02,-8.15,21.37,5.09,15.27,-18.32,19.34,-12.21,-3.05,-16.29,26.46,-26.46,23.41,20.36,16.29,28.5,53.95,-1.02,26.46,80.41,-16.29,70.23,164.89,75.32,-108.91,25.45
Brookfield,Worcester,3458,20,546.19,19,518.88,19,518.88,19,518.88,19,518.88,19,518.88,20,546.1894737,20,546.1894737,22,600.8084211,22,600.8084211,23,628.1178947,26,710.0463158,26,710.0463158,26,710.0463158,26,710.0463158,26,710.0463158,26,710.0463158,26,710.0463158,26,710.0463158,27,737.3557895,27,737.3557895,27,737.3557895,29,791.9747368,34,928.5221053,39,1065.069474,50,1365.473684,53,1447.402105,63,1720.496842,84,2293.995789,101,2758.256842,110,3004.042105,-27.31,0,0,0,0,27.31,0.00,54.62,0.00,27.31,81.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.31,0.00,0.00,54.62,136.55,136.55,300.40,81.93,273.09,573.50,464.26,245.79,27.31,0,0,0,27.31,-27.31,54.62,-54.62,27.31,54.62,-81.93,0,0,0,0,0,0,27.31,-27.31,0,54.62,81.93,0,163.86,-218.48,191.17,300.4,-109.24,-218.48
Brookline,Norfolk,59310,365,566.91,373,579.33,379,588.65,386,599.52,393,610.4,399,619.72,403,625.9327318,405,629.0390977,419,650.7836591,425,660.1027569,428,664.7623058,434,674.0814035,443,688.0600501,451,700.4855138,464,720.6768922,469,728.442807,477,740.8682707,496,770.3787469,509,790.5701253,521,809.2083208,529,821.6337845,546,848.0378947,576,894.6333835,622,966.0797995,676,1049.951679,732,1136.929925,777,1206.823158,862,1338.843709,968,1503.481103,1081,1678.990777,1205,1871.585464,12.42,9.32,10.87,10.88,9.32,6.21,3.11,21.74,9.32,4.66,9.32,13.98,12.43,20.19,7.77,12.43,29.51,20.19,18.64,12.43,26.40,46.60,71.45,83.87,86.98,69.89,132.02,164.64,175.51,192.59,-3.1,1.55,0.01,-1.56,-3.11,-3.11,18.64,-12.43,-4.66,4.66,4.66,-1.55,7.77,-12.43,4.66,17.09,-9.32,-1.55,-6.21,13.98,20.19,24.85,12.43,3.11,-17.09,62.13,32.62,10.87,17.09
Buckland,Franklin,1875,8,430,8,430,8,430,8,430,8,430,8,430,8,430,8,430,8,430,8,430,8,430,8,430,8,430,8,430,8,430,8,430,8,430,8,430,8,430,8,430,13,698.75,15,806.25,15,806.25,15,806.25,16,860,16,860,18,967.5,21,1128.75,24,1290,25,1343.75,25,1343.75,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,268.75,107.50,0.00,0.00,53.75,0.00,107.50,161.25,161.25,53.75,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.75,-161.25,-107.5,0,53.75,-53.75,107.5,53.75,0,-107.5,-53.75
Burlington,Middlesex,28742,258,933.31,263,951.4,264,955.02,265,958.63,267,965.87,267,965.87,268,969.4874906,270,976.7224719,272,983.9574532,276,998.4274157,282,1020.13236,281,1016.514869,281,1016.514869,284,1027.367341,287,1038.219813,289,1045.454794,294,1063.542247,313,1132.274569,323,1168.449476,337,1219.094345,352,1273.356704,365,1320.384082,375,1356.558989,415,1501.258614,455,1645.95824,493,1783.422884,544,1967.914906,648,2344.133933,781,2825.260187,891,3223.184157,1008,3646.430562,18.09,3.62,3.61,7.24,0,3.62,7.23,7.23,14.47,21.70,-3.62,0.00,10.85,10.85,7.23,18.09,68.73,36.17,50.64,54.26,47.03,36.17,144.70,144.70,137.46,184.49,376.22,481.13,397.92,423.25,-14.47,-0.01,3.63,-7.24,3.62,3.62,0,7.23,7.23,-25.32,3.62,10.85,0,-3.62,10.85,50.64,-32.56,14.47,3.62,-7.23,-10.85,108.52,0,-7.23,47.03,191.73,104.91,-83.2,25.32
